user_sequence,challenge
5831_11,CI26961
5831_12,CI26948
5831_13,CI26939
5832_11,CI24530
5832_12,CI24257
5832_13,CI24868
5834_11,CI26170
5834_12,CI26160
5834_13,CI24917
5835_11,CI26170
5835_12,CI26160
5835_13,CI26174
5839_11,CI26170
5839_12,CI26160
5839_13,CI26161
5841_11,CI27026
5841_12,CI27030
5841_13,CI27031
5843_11,CI27049
5843_12,CI27030
5843_13,CI27031
5845_11,CI27049
5845_12,CI27030
5845_13,CI27031
5846_11,CI26167
5846_12,CI26170
5846_13,CI26221
5847_11,CI25175
5847_12,CI23663
5847_13,CI24917
5849_11,CI26961
5849_12,CI26946
5849_13,CI26939
5853_11,CI26170
5853_12,CI26160
5853_13,CI26174
5858_11,CI26170
5858_12,CI26160
5858_13,CI26174
5863_11,CI23663
5863_12,CI24868
5863_13,CI23855
5868_11,CI26183
5868_12,CI26181
5868_13,CI26181
5869_11,CI26948
5869_12,CI26950
5869_13,CI26939
5871_11,CI26160
5871_12,CI26160
5871_13,CI26161
5873_11,CI24527
5873_12,CI24206
5873_13,CI24917
5875_11,CI24729
5875_12,CI25140
5875_13,CI28567
5877_11,CI23705
5877_12,CI23705
5877_13,CI24917
5878_11,CI24530
5878_12,CI24868
5878_13,CI24917
5881_11,CI27651
5881_12,CI27652
5881_13,CI27648
5882_11,CI26170
5882_12,CI26160
5882_13,CI26174
5885_11,CI26175
5885_12,CI26170
5885_13,CI26157
5886_11,CI24955
5886_12,CI24868
5886_13,CI24968
5887_11,CI28571
5887_12,CI28568
5887_13,CI28567
5888_11,CI23663
5888_12,CI24522
5888_13,CI24917
5889_11,CI25175
5889_12,CI23663
5889_13,CI28567
5892_11,CI23663
5892_12,CI24530
5892_13,CI23855
5894_11,CI24868
5894_12,CI24868
5894_13,CI24917
5896_11,CI26170
5896_12,CI26160
5896_13,CI26174
5897_11,CI23663
5897_12,CI23856
5897_13,CI24917
5898_11,CI26175
5898_12,CI26170
5898_13,CI26174
5899_11,CI23663
5899_12,CI25175
5899_13,CI25140
5903_11,CI26961
5903_12,CI26945
5903_13,CI26939
5904_11,CI23688
5904_12,CI25140
5904_13,CI24968
5909_11,CI23663
5909_12,CI25140
5909_13,CI24917
5912_11,CI26170
5912_12,CI26160
5912_13,CI26174
5915_11,CI26170
5915_12,CI26160
5915_13,CI26174
5924_11,CI26170
5924_12,CI26160
5924_13,CI26174
5925_11,CI23714
5925_12,CI23663
5925_13,CI23855
5930_11,CI26945
5930_12,CI26939
5930_13,CI26953
5931_11,CI26170
5931_12,CI26160
5931_13,CI26174
5932_11,CI23663
5932_12,CI24522
5932_13,CI24917
5936_11,CI24936
5936_12,CI25052
5936_13,CI24917
5937_11,CI23663
5937_12,CI23856
5937_13,CI24917
5938_11,CI23714
5938_12,CI25175
5938_13,CI24917
5939_11,CI26175
5939_12,CI26170
5939_13,CI26174
5941_11,CI23663
5941_12,CI24868
5941_13,CI23855
5944_11,CI25052
5944_12,CI24942
5944_13,CI24917
5948_11,CI26170
5948_12,CI26160
5948_13,CI26174
5951_11,CI24868
5951_12,CI24868
5951_13,CI25732
5952_11,CI28582
5952_12,CI28568
5952_13,CI28569
5953_11,CI23714
5953_12,CI25140
5953_13,CI24968
5955_11,CI23663
5955_12,CI24868
5955_13,CI24968
5957_11,CI26170
5957_12,CI26160
5957_13,CI26174
5958_11,CI26929
5958_12,CI26929
5958_13,CI26939
5959_11,CI27652
5959_12,CI27662
5959_13,CI27662
5960_11,CI26167
5960_12,CI26170
5960_13,CI26161
5964_11,CI26175
5964_12,CI26170
5964_13,CI26174
5967_11,CI27679
5967_12,CI27662
5967_13,CI27662
5970_11,CI25353
5970_12,CI27669
5970_13,CI27648
5971_11,CI26175
5971_12,CI26173
5971_13,CI26174
5975_11,CI23663
5975_12,CI24952
5975_13,CI24972
5976_11,CI23663
5976_12,CI24868
5976_13,CI24917
5980_11,CI23714
5980_12,CI24206
5980_13,CI24868
5983_11,CI25140
5983_12,CI28567
5983_13,CI28567
5984_11,CI23663
5984_12,CI24522
5984_13,CI24917
5986_11,CI23855
5986_12,CI24522
5986_13,CI24917
5989_11,CI26918
5989_12,CI26934
5989_13,CI26911
5990_11,CI23663
5990_12,CI26054
5990_13,CI24917
5994_11,CI26170
5994_12,CI26160
5994_13,CI26174
6001_11,CI26170
6001_12,CI26160
6001_13,CI26174
6002_11,CI23663
6002_12,CI24522
6002_13,CI23855
6004_11,CI26948
6004_12,CI26950
6004_13,CI26939
6006_11,CI24522
6006_12,CI24522
6006_13,CI24917
6008_11,CI23714
6008_12,CI23663
6008_13,CI24917
6009_11,CI23663
6009_12,CI24522
6009_13,CI24917
6014_11,CI25175
6014_12,CI23663
6014_13,CI24917
6015_11,CI26221
6015_12,CI26170
6015_13,CI26217
6017_11,CI23663
6017_12,CI24522
6017_13,CI24917
6019_11,CI26948
6019_12,CI26950
6019_13,CI26953
6022_11,CI26175
6022_12,CI26170
6022_13,CI26174
6024_11,CI26918
6024_12,CI26919
6024_13,CI24917
6026_11,CI27679
6026_12,CI27652
6026_13,CI27662
6027_11,CI24937
6027_12,CI25052
6027_13,CI24917
6031_11,CI26950
6031_12,CI26945
6031_13,CI26953
6033_11,CI26170
6033_12,CI26170
6033_13,CI26174
6039_11,CI24206
6039_12,CI24522
6039_13,CI23855
6043_11,CI26910
6043_12,CI26170
6043_13,CI26911
6044_11,CI26170
6044_12,CI26160
6044_13,CI26174
6047_11,CI26170
6047_12,CI26160
6047_13,CI26174
6057_11,CI23663
6057_12,CI24952
6057_13,CI24972
6063_11,CI26910
6063_12,CI26173
6063_13,CI26217
6065_11,CI23714
6065_12,CI23856
6065_13,CI24968
6073_11,CI26170
6073_12,CI26160
6073_13,CI26174
6079_11,CI23714
6079_12,CI23856
6079_13,CI24917
6083_11,CI26175
6083_12,CI26170
6083_13,CI26174
6085_11,CI25052
6085_12,CI25052
6085_13,CI24917
6088_11,CI26170
6088_12,CI26160
6088_13,CI26174
6091_11,CI26170
6091_12,CI26160
6091_13,CI26174
6096_11,CI26170
6096_12,CI26160
6096_13,CI26174
6098_11,CI27652
6098_12,CI27662
6098_13,CI27662
6103_11,CI23663
6103_12,CI24522
6103_13,CI24917
6107_11,CI26175
6107_12,CI26211
6107_13,CI26174
6109_11,CI26170
6109_12,CI26160
6109_13,CI26174
6111_11,CI26170
6111_12,CI26160
6111_13,CI26174
6112_11,CI28568
6112_12,CI28582
6112_13,CI28569
6113_11,CI23663
6113_12,CI26915
6113_13,CI26911
6115_11,CI26170
6115_12,CI26160
6115_13,CI26174
6124_11,CI26175
6124_12,CI26170
6124_13,CI26174
6126_11,CI23663
6126_12,CI24257
6126_13,CI24917
6127_11,CI28582
6127_12,CI28568
6127_13,CI28569
6136_11,CI24530
6136_12,CI24868
6136_13,CI23855
6138_11,CI26948
6138_12,CI26950
6138_13,CI26939
6142_11,CI23663
6142_12,CI25054
6142_13,CI23855
6145_11,CI24206
6145_12,CI24522
6145_13,CI24917
6151_11,CI24952
6151_12,CI24952
6151_13,CI24917
6157_11,CI28568
6157_12,CI28582
6157_13,CI28567
6159_11,CI23663
6159_12,CI24868
6159_13,CI23855
6163_11,CI26170
6163_12,CI26160
6163_13,CI26174
6164_11,CI26170
6164_12,CI26160
6164_13,CI26174
6165_11,CI24257
6165_12,CI24868
6165_13,CI24968
6170_11,CI27026
6170_12,CI27030
6170_13,CI27031
6171_11,CI26175
6171_12,CI26170
6171_13,CI26174
6172_11,CI26170
6172_12,CI26160
6172_13,CI26174
6176_11,CI28568
6176_12,CI28582
6176_13,CI28569
6182_11,CI26167
6182_12,CI26170
6182_13,CI26174
6187_11,CI26170
6187_12,CI26160
6187_13,CI26174
6189_11,CI26055
6189_12,CI25140
6189_13,CI24968
6190_11,CI26170
6190_12,CI26160
6190_13,CI26174
6191_11,CI24530
6191_12,CI23663
6191_13,CI24522
6197_11,CI23663
6197_12,CI26054
6197_13,CI24917
6199_11,CI26167
6199_12,CI26170
6199_13,CI26174
6203_11,CI23663
6203_12,CI25054
6203_13,CI24968
6204_11,CI25052
6204_12,CI24917
6204_13,CI24917
6210_11,CI23714
6210_12,CI24530
6210_13,CI24968
6211_11,CI26873
6211_12,CI26910
6211_13,CI26911
6212_11,CI23714
6212_12,CI23856
6212_13,CI23855
6214_11,CI28568
6214_12,CI26054
6214_13,CI28567
6215_11,CI24530
6215_12,CI24522
6215_13,CI24917
6218_11,CI26170
6218_12,CI26160
6218_13,CI26174
6222_11,CI23714
6222_12,CI24530
6222_13,CI23856
6223_11,CI23714
6223_12,CI25175
6223_13,CI23663
6226_11,CI26948
6226_12,CI26950
6226_13,CI26953
6229_11,CI26221
6229_12,CI26211
6229_13,CI26217
6233_11,CI26175
6233_12,CI26170
6233_13,CI26174
6237_11,CI24206
6237_12,CI24868
6237_13,CI24917
6239_11,CI27651
6239_12,CI27652
6239_13,CI27648
6240_11,CI24530
6240_12,CI26055
6240_13,CI24917
6241_11,CI24530
6241_12,CI25140
6241_13,CI24968
6243_11,CI26175
6243_12,CI26170
6243_13,CI26174
6245_11,CI24868
6245_12,CI25140
6245_13,CI23855
6246_11,CI26945
6246_12,CI26945
6246_13,CI26939
6249_11,CI26948
6249_12,CI26945
6249_13,CI26953
6252_11,CI25128
6252_12,CI23856
6252_13,CI23855
6258_11,CI24952
6258_12,CI24206
6258_13,CI24968
6261_11,CI26175
6261_12,CI26170
6261_13,CI26174
6268_11,CI23714
6268_12,CI28568
6268_13,CI28569
6272_11,CI23663
6272_12,CI24522
6272_13,CI24917
6273_11,CI26961
6273_12,CI26946
6273_13,CI26939
6274_11,CI23663
6274_12,CI23856
6274_13,CI24968
6277_11,CI23663
6277_12,CI26055
6277_13,CI23855
6278_11,CI26170
6278_12,CI26160
6278_13,CI26174
6281_11,CI28582
6281_12,CI25140
6281_13,CI28569
6282_11,CI26175
6282_12,CI26170
6282_13,CI26174
6285_11,CI26160
6285_12,CI26160
6285_13,CI26217
6287_11,CI26221
6287_12,CI26170
6287_13,CI26174
6288_11,CI26170
6288_12,CI26160
6288_13,CI26174
6289_11,CI24206
6289_12,CI24257
6289_13,CI23855
6296_11,CI23663
6296_12,CI26055
6296_13,CI24917
6297_11,CI26175
6297_12,CI26170
6297_13,CI26174
6299_11,CI23663
6299_12,CI25140
6299_13,CI23855
6303_11,CI24206
6303_12,CI24206
6303_13,CI28567
6307_11,CI26170
6307_12,CI26160
6307_13,CI26174
6309_11,CI23663
6309_12,CI25054
6309_13,CI24917
6312_11,CI27652
6312_12,CI27667
6312_13,CI27662
6315_11,CI26170
6315_12,CI27957
6315_13,CI26174
6318_11,CI26170
6318_12,CI26160
6318_13,CI26174
6329_11,CI26175
6329_12,CI26170
6329_13,CI26174
6333_11,CI27049
6333_12,CI27030
6333_13,CI27031
6338_11,CI23663
6338_12,CI24522
6338_13,CI24917
6342_11,CI24633
6342_12,CI23598
6342_13,CI24461
6344_11,CI25140
6344_12,CI24917
6344_13,CI24917
6347_11,CI28568
6347_12,CI23856
6347_13,CI28567
6356_11,CI26950
6356_12,CI26945
6356_13,CI26953
6358_11,CI26221
6358_12,CI26211
6358_13,CI26217
6361_11,CI26961
6361_12,CI26946
6361_13,CI26939
6365_11,CI24530
6365_12,CI25140
6365_13,CI24968
6374_11,CI26948
6374_12,CI26945
6374_13,CI24917
6378_11,CI26948
6378_12,CI26950
6378_13,CI26939
6379_11,CI26175
6379_12,CI26170
6379_13,CI26217
6381_11,CI26961
6381_12,CI26946
6381_13,CI26939
6382_11,CI23663
6382_12,CI25140
6382_13,CI24917
6386_11,CI26175
6386_12,CI26170
6386_13,CI26174
6389_11,CI26948
6389_12,CI26950
6389_13,CI26939
6390_11,CI23663
6390_12,CI25140
6390_13,CI24968
6391_11,CI23855
6391_12,CI23714
6391_13,CI24530
6392_11,CI26945
6392_12,CI26945
6392_13,CI26939
6395_11,CI23714
6395_12,CI23856
6395_13,CI23855
6396_11,CI26170
6396_12,CI26160
6396_13,CI26217
6399_11,CI26948
6399_12,CI26950
6399_13,CI26953
6400_11,CI26221
6400_12,CI26170
6400_13,CI26217
6401_11,CI26172
6401_12,CI26170
6401_13,CI26174
6409_11,CI26170
6409_12,CI26160
6409_13,CI26174
6410_11,CI24868
6410_12,CI25140
6410_13,CI24917
6411_11,CI26945
6411_12,CI26945
6411_13,CI24917
6415_11,CI26948
6415_12,CI26950
6415_13,CI26953
6416_11,CI26175
6416_12,CI26170
6416_13,CI26174
6420_11,CI26929
6420_12,CI26930
6420_13,CI26953
6425_11,CI26170
6425_12,CI26160
6425_13,CI26174
6427_11,CI26170
6427_12,CI26160
6427_13,CI26174
6428_11,CI23936
6428_12,CI25140
6428_13,CI23855
6430_11,CI23714
6430_12,CI28568
6430_13,CI28567
6434_11,CI26961
6434_12,CI26948
6434_13,CI26939
6435_11,CI24206
6435_12,CI24868
6435_13,CI24917
6439_11,CI25128
6439_12,CI25140
6439_13,CI23855
6446_11,CI26175
6446_12,CI26170
6446_13,CI26174
6450_11,CI28582
6450_12,CI28568
6450_13,CI28567
6451_11,CI23688
6451_12,CI23856
6451_13,CI24917
6456_11,CI26175
6456_12,CI26211
6456_13,CI26174
6467_11,CI28568
6467_12,CI24868
6467_13,CI28567
6470_11,CI23663
6470_12,CI24868
6470_13,CI24917
6471_11,CI24955
6471_12,CI23663
6471_13,CI25732
6477_11,CI28571
6477_12,CI28582
6477_13,CI28567
6479_11,CI26175
6479_12,CI26170
6479_13,CI26174
6481_11,CI26950
6481_12,CI26945
6481_13,CI26939
6482_11,CI26946
6482_12,CI26945
6482_13,CI26939
6486_11,CI26950
6486_12,CI26945
6486_13,CI26953
6491_11,CI27188
6491_12,CI25769
6491_13,CI27414
6492_11,CI24530
6492_12,CI24522
6492_13,CI24917
6493_11,CI23663
6493_12,CI26054
6493_13,CI24968
6496_11,CI26945
6496_12,CI26939
6496_13,CI26953
6499_11,CI23714
6499_12,CI23663
6499_13,CI23855
6500_11,CI26170
6500_12,CI26160
6500_13,CI26174
6505_11,CI23663
6505_12,CI24522
6505_13,CI24968
6506_11,CI26175
6506_12,CI26170
6506_13,CI26174
6513_11,CI27655
6513_12,CI27669
6513_13,CI26221
6514_11,CI26948
6514_12,CI26950
6514_13,CI26953
6516_11,CI28568
6516_12,CI26704
6516_13,CI28567
6517_11,CI26170
6517_12,CI26160
6517_13,CI26174
6525_11,CI26961
6525_12,CI26948
6525_13,CI26939
6526_11,CI26170
6526_12,CI26160
6526_13,CI26174
6529_11,CI26910
6529_12,CI26170
6529_13,CI26217
6533_11,CI28048
6533_12,CI28048
6533_13,CI24917
6534_11,CI26170
6534_12,CI26160
6534_13,CI26174
6537_11,CI23663
6537_12,CI23856
6537_13,CI23855
6538_11,CI23714
6538_12,CI23856
6538_13,CI24917
6542_11,CI23714
6542_12,CI23856
6542_13,CI24917
6544_11,CI23714
6544_12,CI24955
6544_13,CI24968
6546_11,CI24530
6546_12,CI23663
6546_13,CI24917
6547_11,CI25124
6547_12,CI24866
6547_13,CI24917
6549_11,CI26170
6549_12,CI26160
6549_13,CI26174
6552_11,CI24530
6552_12,CI24000
6552_13,CI23662
6553_11,CI23714
6553_12,CI24522
6553_13,CI24917
6556_11,CI26175
6556_12,CI26170
6556_13,CI26174
6557_11,CI26948
6557_12,CI26950
6557_13,CI26953
6562_11,CI26948
6562_12,CI26950
6562_13,CI26953
6569_11,CI23663
6569_12,CI25054
6569_13,CI23855
6572_11,CI24860
6572_12,CI24942
6572_13,CI24917
6573_11,CI27653
6573_12,CI27652
6573_13,CI27662
6578_11,CI26165
6578_12,CI26170
6578_13,CI26174
6580_11,CI23855
6580_12,CI24942
6580_13,CI24917
6588_11,CI26175
6588_12,CI26170
6588_13,CI26174
6590_11,CI26961
6590_12,CI26945
6590_13,CI26939
6596_11,CI26155
6596_12,CI26160
6596_13,CI26161
6601_11,CI26175
6601_12,CI26173
6601_13,CI26174
6602_11,CI26170
6602_12,CI26160
6602_13,CI26217
6603_11,CI26173
6603_12,CI26160
6603_13,CI26217
6604_11,CI23663
6604_12,CI24868
6604_13,CI24917
6605_11,CI26175
6605_12,CI26170
6605_13,CI26174
6613_11,CI26950
6613_12,CI26945
6613_13,CI26953
6615_11,CI23663
6615_12,CI25054
6615_13,CI24917
6616_11,CI26155
6616_12,CI26170
6616_13,CI26161
6617_11,CI23663
6617_12,CI24522
6617_13,CI24968
6619_11,CI24530
6619_12,CI25140
6619_13,CI24968
6622_11,CI26170
6622_12,CI26160
6622_13,CI26157
6627_11,CI28568
6627_12,CI25140
6627_13,CI28569
6630_11,CI26175
6630_12,CI26170
6630_13,CI26217
6633_11,CI23663
6633_12,CI24257
6633_13,CI23855
6634_11,CI26055
6634_12,CI26054
6634_13,CI24917
6636_11,CI26175
6636_12,CI26170
6636_13,CI26221
6637_11,CI24867
6637_12,CI24522
6637_13,CI24917
6642_11,CI24527
6642_12,CI24522
6642_13,CI24917
6644_11,CI26175
6644_12,CI26170
6644_13,CI26217
6648_11,CI26221
6648_12,CI26170
6648_13,CI26217
6649_11,CI23663
6649_12,CI24868
6649_13,CI24917
6650_11,CI23855
6650_12,CI24936
6650_13,CI24942
6651_11,CI23714
6651_12,CI25052
6651_13,CI24917
6652_11,CI24937
6652_12,CI24936
6652_13,CI24942
6654_11,CI23714
6654_12,CI25052
6654_13,CI24917
6658_11,CI23663
6658_12,CI24868
6658_13,CI28567
6662_11,CI26173
6662_12,CI26160
6662_13,CI26217
6665_11,CI23714
6665_12,CI24530
6665_13,CI24917
6666_11,CI28568
6666_12,CI28582
6666_13,CI28569
6670_11,CI26170
6670_12,CI26160
6670_13,CI26174
6675_11,CI26170
6675_12,CI26160
6675_13,CI26174
6678_11,CI26221
6678_12,CI26170
6678_13,CI26174
6679_11,CI24942
6679_12,CI25052
6679_13,CI24917
6680_11,CI23663
6680_12,CI23856
6680_13,CI23855
6683_11,CI26918
6683_12,CI26919
6683_13,CI26911
6686_11,CI23714
6686_12,CI23663
6686_13,CI24917
6687_11,CI23663
6687_12,CI24868
6687_13,CI24968
6689_11,CI23714
6689_12,CI24530
6689_13,CI23855
6691_11,CI24868
6691_12,CI26054
6691_13,CI28567
6693_11,CI23663
6693_12,CI23733
6693_13,CI24917
6697_11,CI26961
6697_12,CI26948
6697_13,CI26939
6700_11,CI26167
6700_12,CI26170
6700_13,CI26161
6701_11,CI23663
6701_12,CI24522
6701_13,CI24917
6708_11,CI26950
6708_12,CI26945
6708_13,CI26953
6709_11,CI27652
6709_12,CI27662
6709_13,CI27662
6712_11,CI26160
6712_12,CI26160
6712_13,CI26217
6713_11,CI26961
6713_12,CI26945
6713_13,CI26939
6714_11,CI27049
6714_12,CI27030
6714_13,CI27031
6715_11,CI23663
6715_12,CI28567
6715_13,CI23855
6716_11,CI26175
6716_12,CI26170
6716_13,CI26174
6724_11,CI23663
6724_12,CI25140
6724_13,CI24917
6726_11,CI26950
6726_12,CI26945
6726_13,CI26939
6727_11,CI23663
6727_12,CI24868
6727_13,CI24968
6730_11,CI26170
6730_12,CI26160
6730_13,CI26174
6733_11,CI23663
6733_12,CI23856
6733_13,CI28567
6734_11,CI26170
6734_12,CI26160
6734_13,CI26174
6738_11,CI26175
6738_12,CI26211
6738_13,CI26174
6739_11,CI26170
6739_12,CI26160
6739_13,CI26174
6744_11,CI27652
6744_12,CI27667
6744_13,CI27669
6746_11,CI26910
6746_12,CI26160
6746_13,CI26161
6748_11,CI26175
6748_12,CI26170
6748_13,CI26161
6750_11,CI27049
6750_12,CI27030
6750_13,CI27031
6752_11,CI23663
6752_12,CI26054
6752_13,CI24917
6753_11,CI26170
6753_12,CI26919
6753_13,CI26911
6755_11,CI24530
6755_12,CI23663
6755_13,CI24917
6757_11,CI26221
6757_12,CI26170
6757_13,CI26174
6759_11,CI23663
6759_12,CI24206
6759_13,CI24917
6761_11,CI24530
6761_12,CI23663
6761_13,CI24917
6764_11,CI26950
6764_12,CI26945
6764_13,CI26939
6765_11,CI23856
6765_12,CI23663
6765_13,CI24917
6766_11,CI26221
6766_12,CI26170
6766_13,CI26174
6767_11,CI26055
6767_12,CI26054
6767_13,CI24917
6770_11,CI23663
6770_12,CI24530
6770_13,CI23855
6774_11,CI26170
6774_12,CI26160
6774_13,CI26217
6775_11,CI24257
6775_12,CI24868
6775_13,CI24917
6778_11,CI28582
6778_12,CI23856
6778_13,CI28567
6779_11,CI23663
6779_12,CI25140
6779_13,CI24917
6780_11,CI23856
6780_12,CI25140
6780_13,CI24917
6782_11,CI26170
6782_12,CI26160
6782_13,CI26174
6783_11,CI26170
6783_12,CI26160
6783_13,CI26174
6784_11,CI23663
6784_12,CI23856
6784_13,CI23855
6786_11,CI23663
6786_12,CI23813
6786_13,CI24968
6787_11,CI23663
6787_12,CI26054
6787_13,CI24968
6788_11,CI24530
6788_12,CI24522
6788_13,CI24917
6791_11,CI26192
6791_12,CI26191
6791_13,CI26181
6792_11,CI24868
6792_12,CI25140
6792_13,CI24917
6793_11,CI26170
6793_12,CI26160
6793_13,CI26174
6794_11,CI26055
6794_12,CI25140
6794_13,CI24917
6795_11,CI26175
6795_12,CI26170
6795_13,CI26174
6796_11,CI23663
6796_12,CI24461
6796_13,CI23662
6798_11,CI24206
6798_12,CI25140
6798_13,CI24917
6800_11,CI27049
6800_12,CI27030
6800_13,CI27031
6801_11,CI26170
6801_12,CI26160
6801_13,CI26174
6804_11,CI27648
6804_12,CI27648
6804_13,CI27662
6807_11,CI26170
6807_12,CI26160
6807_13,CI26174
6808_11,CI23663
6808_12,CI26054
6808_13,CI24968
6813_11,CI23663
6813_12,CI26054
6813_13,CI24968
6814_11,CI23663
6814_12,CI25140
6814_13,CI24968
6816_11,CI24530
6816_12,CI24522
6816_13,CI24917
6818_11,CI26175
6818_12,CI26170
6818_13,CI26174
6819_11,CI26175
6819_12,CI26170
6819_13,CI26174
6828_11,CI23598
6828_12,CI24461
6828_13,CI23662
6829_11,CI25052
6829_12,CI24942
6829_13,CI24917
6833_11,CI23663
6833_12,CI23856
6833_13,CI23855
6836_11,CI23714
6836_12,CI24257
6836_13,CI25732
6838_11,CI26175
6838_12,CI26170
6838_13,CI26174
6839_11,CI23663
6839_12,CI24522
6839_13,CI24917
6840_11,CI26961
6840_12,CI26948
6840_13,CI26939
6841_11,CI26918
6841_12,CI26934
6841_13,CI26911
6844_11,CI26170
6844_12,CI26160
6844_13,CI26157
6845_11,CI26175
6845_12,CI26170
6845_13,CI26174
6846_11,CI23714
6846_12,CI25140
6846_13,CI24968
6851_11,CI26175
6851_12,CI26170
6851_13,CI26174
6855_11,CI26160
6855_12,CI26919
6855_13,CI26911
6856_11,CI25353
6856_12,CI24917
6856_13,CI24917
6858_11,CI26175
6858_12,CI26211
6858_13,CI26174
6860_11,CI26918
6860_12,CI26934
6860_13,CI26911
6862_11,CI27652
6862_12,CI27648
6862_13,CI27662
6863_11,CI26950
6863_12,CI26945
6863_13,CI26953
6864_11,CI25175
6864_12,CI23663
6864_13,CI24917
6865_11,CI26175
6865_12,CI26170
6865_13,CI26174
6868_11,CI24530
6868_12,CI23856
6868_13,CI24917
6871_11,CI23663
6871_12,CI24530
6871_13,CI24868
6874_11,CI26175
6874_12,CI26211
6874_13,CI26174
6880_11,CI26191
6880_12,CI26181
6880_13,CI26181
6883_11,CI28568
6883_12,CI28582
6883_13,CI28569
6884_11,CI24937
6884_12,CI25052
6884_13,CI24917
6885_11,CI26175
6885_12,CI26170
6885_13,CI26174
6890_11,CI26388
6890_12,CI25140
6890_13,CI24917
6895_11,CI23663
6895_12,CI23856
6895_13,CI24968
6901_11,CI27033
6901_12,CI27030
6901_13,CI27031
6902_11,CI26170
6902_12,CI27957
6902_13,CI26174
6908_11,CI26918
6908_12,CI26919
6908_13,CI26911
6912_11,CI26961
6912_12,CI26948
6912_13,CI26939
6913_11,CI26175
6913_12,CI26170
6913_13,CI26174
6914_11,CI24867
6914_12,CI23663
6914_13,CI24917
6915_11,CI23714
6915_12,CI24530
6915_13,CI24461
6917_11,CI23714
6917_12,CI24257
6917_13,CI25732
6919_11,CI26175
6919_12,CI26211
6919_13,CI26174
6925_11,CI26170
6925_12,CI27957
6925_13,CI26174
6926_11,CI26170
6926_12,CI26919
6926_13,CI26174
6930_11,CI24937
6930_12,CI24936
6930_13,CI25052
6931_11,CI26961
6931_12,CI26948
6931_13,CI26939
6936_11,CI23663
6936_12,CI24522
6936_13,CI23855
6938_11,CI26948
6938_12,CI26950
6938_13,CI26939
6943_11,CI28568
6943_12,CI25140
6943_13,CI28569
6946_11,CI26170
6946_12,CI26160
6946_13,CI26174
6949_11,CI24527
6949_12,CI24522
6949_13,CI24917
6954_11,CI26170
6954_12,CI26160
6954_13,CI26174
6955_11,CI26211
6955_12,CI26915
6955_13,CI26905
6956_11,CI25175
6956_12,CI23663
6956_13,CI28567
6957_11,CI26175
6957_12,CI26170
6957_13,CI26174
6961_11,CI23663
6961_12,CI24868
6961_13,CI24917
6964_11,CI26950
6964_12,CI26945
6964_13,CI26953
6965_11,CI24530
6965_12,CI25140
6965_13,CI24968
6969_11,CI24530
6969_12,CI26055
6969_13,CI24968
6970_11,CI26170
6970_12,CI26160
6970_13,CI26217
6974_11,CI26948
6974_12,CI26950
6974_13,CI26953
6979_11,CI26172
6979_12,CI26211
6979_13,CI26217
6985_11,CI23663
6985_12,CI24522
6985_13,CI24917
6990_11,CI26216
6990_12,CI26211
6990_13,CI26221
6994_11,CI24530
6994_12,CI26055
6994_13,CI24968
7000_11,CI23663
7000_12,CI24522
7000_13,CI24917
7002_11,CI27667
7002_12,CI27648
7002_13,CI26221
7003_11,CI26170
7003_12,CI26160
7003_13,CI26174
7004_11,CI26170
7004_12,CI26170
7004_13,CI26174
7009_11,CI26175
7009_12,CI26170
7009_13,CI26221
7012_11,CI26170
7012_12,CI26160
7012_13,CI26174
7013_11,CI26175
7013_12,CI26211
7013_13,CI26174
7014_11,CI27811
7014_12,CI27781
7014_13,CI27781
7015_11,CI26910
7015_12,CI26160
7015_13,CI26161
7017_11,CI23663
7017_12,CI24530
7017_13,CI24968
7020_11,CI24530
7020_12,CI23663
7020_13,CI24968
7021_11,CI25175
7021_12,CI23663
7021_13,CI23855
7023_11,CI24955
7023_12,CI23663
7023_13,CI23856
7027_11,CI26170
7027_12,CI26160
7027_13,CI26174
7028_11,CI26175
7028_12,CI26211
7028_13,CI26174
7033_11,CI26910
7033_12,CI26211
7033_13,CI26221
7034_11,CI26930
7034_12,CI26867
7034_13,CI26174
7035_11,CI26929
7035_12,CI26939
7035_13,CI24917
7036_11,CI25140
7036_12,CI26054
7036_13,CI24917
7037_11,CI26961
7037_12,CI26946
7037_13,CI26939
7046_11,CI26939
7046_12,CI26939
7046_13,CI26953
7047_11,CI24530
7047_12,CI23663
7047_13,CI24868
7049_11,CI26170
7049_12,CI26160
7049_13,CI26174
7058_11,CI24937
7058_12,CI24936
7058_13,CI24942
7059_11,CI23714
7059_12,CI28568
7059_13,CI28567
7060_11,CI23714
7060_12,CI24867
7060_13,CI28569
7063_11,CI23663
7063_12,CI26054
7063_13,CI24917
7065_11,CI26170
7065_12,CI26160
7065_13,CI26217
7066_11,CI26948
7066_12,CI26945
7066_13,CI24917
7068_11,CI27790
7068_12,CI27779
7068_13,CI27789
7069_11,CI23663
7069_12,CI28567
7069_13,CI23855
7072_11,CI26918
7072_12,CI26919
7072_13,CI26911
7074_11,CI26211
7074_12,CI26915
7074_13,CI26911
7075_11,CI26170
7075_12,CI26160
7075_13,CI26174
7078_11,CI26950
7078_12,CI26945
7078_13,CI26939
7079_11,CI26170
7079_12,CI26160
7079_13,CI26174
7081_11,CI28568
7081_12,CI25140
7081_13,CI23855
7082_11,CI23663
7082_12,CI24522
7082_13,CI24917
7085_11,CI23958
